,A,B,C,D,E,F,G,H,I,J,À˘ Ù¿‡±
688,0.801728708,0.886423524,0.529272031,0.538603189,0.447806718,0.218110186,0.525383417,0.860240487,0.324541978,0.662483204,2
689,0.540285246,0.394113148,0.336178639,0.287250589,0.029526575,0.474172215,0.617301421,0.145271939,0.050262495,0.822213975,0
690,0,0.261120887,0.751106464,0.540490195,0.616278154,0.561990977,0.533699501,0.348932839,0.136319868,0.078301039,2
691,0.005769016,0.258873024,0.044836252,0.335308783,0.93160753,0.931434824,0.627847047,0.623492809,0.759678316,0.020326191,3
692,0.448593715,0.761638774,0.744129401,0.014830993,0.118158269,0.894983193,0.18770376,0.105133807,0.774194343,0.638778381,0
693,0.410265263,0.416930449,0.289133576,0.959215484,0.373624248,0.061954196,0.287980294,0.948267077,0.628325967,0.670955256,3
694,0.09239128,0.94398027,0.23174269,0.593387424,0.672257003,0.463468168,0.415032757,0.099763354,0.770610896,0.563379157,3
695,0.44112708,0.456197225,0.809189238,0.792455418,0.24198472,0.531299387,0.660588449,0.528651585,0.736810361,0.570827658,0
696,0.205458139,0.907804756,0.691040278,0.857801162,0.468245277,0.467243996,0.028950216,0.720287933,0.113867835,0.795934292,2
697,0.76846977,0.854165471,0.586715784,0.298661453,0.867046841,0.363791059,0.260899114,0.961869289,0.441090277,0.098993443,3
698,0.900356475,0.563713691,0.868718956,0.23223953,0.329634882,0.48651776,0.427810373,0.086691877,0.492900049,0.964316741,0
699,0.805861902,0.676734266,0.662770759,0.44984156,0.023714958,0.151691251,0,0.914379595,0.030029445,0.863014111,2
700,0.462947917,0.41403411,0.826077266,0.526888956,0.582632046,0.179014085,0.020351519,0.528579759,0.367630156,0.19202778,2
701,0.505040723,0.085233938,0.131644228,0.319282016,0.802661719,0.445932364,0.868414279,0.421045604,0.691931198,0.158837834,3
702,0.977483016,0.519414339,0.654304959,0.817224325,0.281826787,0.234164571,0.1587548,0.299405905,0.097591562,0.686071241,2
703,0.166386341,0.636560965,0.677126383,0.12102869,0.978791144,0.196335965,0.589376358,0.56880864,0.733156612,0.431373882,3
704,0.425132958,0.036321725,0.490163527,0.682354743,0.751355147,0.936058764,0.036024598,0.588841937,0.900339485,0.634402765,3
705,0.671334992,0.243273682,0.469395539,0.821521244,0.604301516,0.639532401,0.153105375,0.357151581,0.669665851,0.641806363,3
706,0.61284533,0.536323154,0.28472854,0.366831948,0.362038992,0.777414156,0.41894379,0.003290556,0.273054818,0.567097871,2
707,0.8796757,0.71495479,0,0.578991036,0.056420323,0.098179638,0.708978965,0.670316574,0.336897053,0.339915891,0
708,0.814713485,0,0.572534253,0.288149791,0.106266699,0.563844298,0.228338354,0,0.113488023,0.401425549,1
709,0.295357846,0.752005504,0.629478274,0.748282363,0.130756001,0.210909975,0,0.337371098,0.01111894,0.849728968,2
710,0.099606017,0.693440576,0.20807676,0.531970514,0.678688407,0.269364809,0.54966182,0.569811297,0,0.321727476,2
711,0.054578353,0.81994193,0,0.466936939,0.511897987,0.592751891,0.74486499,0.192759774,0,0.76427655,2
712,0.111809865,0.484518605,0.530207858,0.002757786,0.448064244,0.246247946,0.433856044,0.076429834,0.717077555,0.576536263,3
713,0.800673526,0.141723337,0.140033585,0.393107319,0,0,0.769052936,0.259476097,0,0.566930678,1
714,0.524239246,0.802994477,0.718121296,0.419248104,0.910297275,0.545488681,0.796839877,0,0.201980655,0.311351014,2
715,0.510153499,0.611889517,0.445788388,0.11746503,0.230947008,0.797743492,0.098266441,0.099618047,0,0.647534706,2
716,0.329596095,0.817908864,0.360086174,0.831878577,0.19116797,0.566470306,0.796854517,0.420944687,0.722656204,0.314105628,0
717,0.659584757,0,0.439616457,0.317235426,0.304763755,0.093973406,0.316424084,0.355303441,0.663579219,0.254319275,1
718,0.764951627,0.011795546,0.697796082,0.641922003,0.12815854,0,0.547730886,0.279602561,0.382687457,0,1
719,0.475549035,0.671528809,0.179169156,0,0.840427156,0.259208658,0.849643552,0.312049539,0.305462148,0.324563587,3
720,0.189087705,0.49596044,0.627709847,0,0.611315426,0.578205117,0.769519338,0.558256984,0.153134692,0.453269192,2
721,0.46791427,0.684847609,0,0.73083623,0.280031086,0,0,0.687762111,0.061601407,0.062751562,1
722,0.050016664,0.104710643,0.312265536,0.499898928,0,0.695674128,0.091103657,0,0,0.367429702,1
723,0,0.194571545,0.177254129,0.639551642,0,0.162351537,0.791234218,0.39520011,0.278267005,0,1
724,0.684382179,0.375692798,0,0,0,0.259665124,0.531241021,0.4096841,0.517658506,0.551523543,0
725,0.285508382,0,0,0.341289724,0,0,0,0,0.284103996,0.09979329,1
726,0.158736346,0.430428698,0.064258524,0.539641127,0,0,0.144289003,0,0,0.182868248,1
727,0.392073257,0,0.362499058,0.008791163,0.037850397,0.361181171,0,0.760764426,0.28023447,0.458744686,1
728,0,0.441661302,0.343996594,0.65330164,0,0,0,0.139986195,0.483110217,0.310531753,1
729,0.086754156,0,0,0.157208003,0,0.031134693,0.28960385,0.145730027,0,0,1
730,0.289144553,0,0.011905661,0,0.344490044,0,0.203528073,0.193756088,0.433254953,0,1
731,0.141496071,0.199620094,0,0.528146474,0,0.763861141,0.326858813,0.274268169,0.683810483,0.324235691,0
732,0.401856952,0.456191175,0.176231972,0.033699413,0.293721761,0.518004055,0.506175979,0.378731406,0,0.624551516,1
733,0.166209109,0,0.064078713,0.199838981,0,0,0.121527362,0,0,0.288339703,1
734,0.140954751,0.319786084,0.573659449,0.365723626,0.015481648,0.412359538,0.778330937,0.208051902,0.674558199,0.288573982,0
735,0,0.172286844,0.233371719,0,0.210893599,0,0,0.312252211,0,0.308380209,1
736,0,0.591270907,0.122412379,0,0,0.21536445,0.306036984,0.274468127,0.218214523,0.24419483,1
737,0.238266321,0.324902886,0,0.144443547,0.444972775,0.35420922,0.35428295,0.714427869,0.005639074,0.348622707,1
738,0.677622608,0.436873941,0.826269262,0.465429965,0.701454195,0.773389633,0.190926453,0.383977114,0.692425694,0.462803342,3
739,0.093482934,0.735795479,0.567110281,0.700827714,0.097399584,0,0.330976537,0.351145548,0.587031011,0.345250675,0
740,0.525991672,0.770858326,0.841339488,0.366531794,0.491256936,0.01982519,0.433009249,0.60223386,0.020969656,0.557525788,2
741,0.486788498,0.29284307,0.553953269,0.669805182,0.086834192,0.759870964,0.730124888,0.828437408,0.677655975,0.593731245,0
742,0.156289474,0.843146261,0.945310696,0.307075276,0.577183812,0.62265612,0.110661384,0.859037793,0.106963605,0.722385426,2
743,0.175718912,0.356306761,0.809120411,0.714302923,0.475506292,0.238458708,0.012256685,0.035980342,0.171582579,0.017603896,1
744,0.197225452,0.531525103,0.502776279,0.938846549,0.187308879,0.922508847,0.792074172,0.15925808,0.94845016,0.871292651,0
745,0.072755219,0.508284123,0,0.381888439,0.68077711,0,0.949196163,0.727683642,0.280402036,0.659986473,3
746,0.822889661,0,0.69660904,0.069523771,0.517760322,0.095661784,0.544630969,0.372252573,0.928356366,0.572251127,3
747,0.40612369,0.216562061,0.448400942,0.260329202,0.86819986,0.549583726,0.951310646,0.112289378,0.915451838,0.782888736,3
748,0.41754013,0.53892359,0.409144361,0.563866471,0.349543121,0.301673992,0.48875638,0.456988831,0.459001024,0.656653845,0
749,0.270655662,0.299977397,0.537225174,0.641231021,0.251022632,0.900826704,0.862551594,0.620318699,0.167325431,0.445880573,0
750,0.74861192,0.744880793,0.195718528,0.752622048,0.94794819,0.599871442,0.122058354,0.334884119,0.909697687,0.498886269,3
751,0.561050013,0.35122846,0,0.944818243,0.896142907,0.772278334,0.065280051,0.732305385,0.387439782,0.365109264,2
752,0.340807727,0.008236829,0.427797385,0.579154063,0.573620214,0.447248538,0.864760747,0,0.420068591,0.484676633,3
753,0.369522105,0.858040851,0.599070476,0.319548879,0.059676522,0,0.744287182,0.367609974,0.013610046,0.612058703,0
754,0.281357949,0.506218469,0.144184179,0.76094744,0.157913515,0.410669255,0.616445523,0.474642107,0.200336897,0.660608016,0
755,0.854386707,0.295079371,0.792871173,0.531019093,0.890222493,0.179179019,0.76447215,0.897140033,0.632994976,0.468236199,3
756,0.879440414,0.168129089,0.451690933,0.385713655,0.048134662,0.004948961,0.78712305,0.723796384,0.414969637,0.186249306,0
757,0.197441605,0.101982412,0.727941812,0.401990775,0.130848657,0.646679483,0.51975315,0.203368224,0.260146033,0.255056211,1
758,0.556485562,0.418369774,0.064586007,0.282219695,0.578892337,0.575569482,0.078035024,0.85702747,0.416530239,0.025700144,3
759,0.869944749,0.535499896,0.937353172,0.448476721,0.615094668,0.020733616,0.75330011,0.91082729,0.075337035,0.846428354,2
760,0.653604561,0,0.247703467,0,0.266629828,0.147969901,0,0,0.237845113,0.572775879,1
761,0.459218958,0.07568206,0.33797473,0.348097439,0.782462171,0.262418736,0.377872372,0.59610403,0,0.552790184,2
762,0.721823524,0.026950441,0.829754688,0.110221265,0.369861866,0.679304584,0.469863893,0.006690382,0.802970358,0.261262103,0
763,0,0.415331326,0.905392277,0.302945966,0.680085355,0.77635138,0.926432348,0,0.563674191,0.405411401,3
764,0.378458381,0.774466865,0.810813723,0.818313172,0.487229274,0.683037334,0.274878841,0.547204851,0,0.093704026,2
765,0.840293813,0.545748428,0.688718546,0.135270406,0,0.188433016,0.229787225,0.281010914,0.188465683,0.253061431,1
766,0.624520197,0.066863806,0.496374101,0.24091653,0.079351549,0.127014531,0,0,0.566446362,0,1
767,0.274420446,0.088521741,0.598198876,0,0.252738223,0.025397023,0.34820097,0.440218631,0.395598229,0.617091543,1
768,0,0.406611272,0.107011258,0.669530471,0.050858204,0.095616679,0.313740157,0.277755115,0.342686561,0.321312702,1
769,0,0.296165521,0,0.006316136,0,0,0.683777949,0.388482145,0,0.709367668,1
770,0,0,0.213393983,0.581102798,0.252715362,0.447880754,0.034076139,0.134482557,0.520596037,0.137626739,1
771,0.012355335,0.191808343,0.396011939,0.376366895,0.45994991,0.353917248,0.442262313,0,0,0.700113399,1
772,0.598668774,0,0,0.541796523,0,0,0,0,0.333109185,0.256112833,1
773,0.382884499,0.092048891,0.650247635,0.101612605,0,0.56560727,0.129499807,0,0,0.052315129,1
774,0.551227124,0,0,0.423431814,0.370277661,0.509060325,0,0.172693406,0,0,1
775,0.885946916,0.543066912,0.245192112,0.071306988,0.192709823,0.597628281,0,0.045689267,0.238293478,0.16654285,1
776,0.630636948,0.721165944,0.621643925,0.15362683,0.305464391,0.061668775,0.819368846,0.182429182,0.179088845,0.065884186,1
777,0.631125096,0.683252872,0.330131391,0.862354119,0.063609723,0,0.425318589,0.053670591,0,0.372999801,1
778,0.186486774,0,0.091333826,0,0,0,0.313190909,0,0.17219729,0,1
779,0.359852862,0,0.398967244,0.295000486,0.149892839,0.199664645,0.212637339,0.14810699,0.245265137,0.649583721,1
780,0.129804682,0.109730387,0.265499986,0.11033779,0.512431468,0,0.283112377,0.153973922,0.475797029,0.313779306,1
781,0.398520514,0,0.582701959,0.444312803,0,0,0,0.432504905,0.441897186,0,1
782,0.423755819,0.41385301,0.222966096,0.592848891,0,0,0.072866418,0,0.18567633,0,1
783,0.32668795,0,0.170249063,0,0,0,0.182681635,0,0.019351796,0,1
784,0.837433265,0.503591292,0.440471743,0.265437677,0.311043848,0.426401034,0.238136314,0.411836714,0.770093639,0.676479065,0
785,0.24078116,0,0.08671523,0.338897027,0,0,0,0.138821504,0,0,1
786,0.062429656,0.713761732,0.08568489,0.387465972,0.733864034,0.094060265,0.41772986,0.26569997,0.42925674,0.56241271,3
787,0.781063103,0.247772726,0.482350055,0.326674394,0.059559294,0.06339088,0.750883113,0,0.413915695,0.746443718,0
788,0.692911113,0.276828396,0.619108699,0.888904579,0.57084258,0.245507216,0.778929079,0.128290164,0.251822569,0.449199425,2
789,0.182355357,0.094902163,0.754583113,0.355403292,0.197788453,0.511188539,0.048538719,0.325218911,0.032090004,0.795529844,1
790,0.594728043,0.681051276,0.826155383,0.614718559,0.181237939,0.338433075,0.31732594,0.066534532,0.095746646,0.07097006,2
791,0.725092859,0.683111233,0,0,0.309096802,0.071875566,0,0.610042495,0,0.086129338,1
792,0.321820673,0.494598515,0.532186374,0.197063126,0.106919053,0.355453785,0,0.309792691,0.622385969,0.426792832,1
793,0.41459087,0.132092672,0.462255439,0.768577445,0.273954772,0.466968408,0.53327236,0.422533389,0.410290556,0.82247919,0
794,0.286774813,0.161651467,0,0.532796646,0.82990054,0.674902444,0.084830547,0.543569484,0.161069414,0.086905424,2
795,0.276128079,0.783136354,0.349532174,0.16957772,0.681440837,0.862873251,0.843932924,0.864034766,0.452494935,0.808019348,0
796,0.225400389,0.714055309,0.37651391,0.411736396,0.794520309,0.381982179,0.377149469,0.601392441,0.472993998,0,3
797,0,0.515337674,0.668298806,0.116280435,0.278101175,0.288557091,0.262825394,0.833629888,0.295709285,0.25347871,1
798,0.762413019,0.842176298,0.060573799,0.827951651,0.715681767,0.296192669,0.022843221,0.318143902,0.705795895,0.412136007,3
799,0.657097432,0.26423048,0.213523987,0.478103796,0.066284468,0.483246057,0.126769889,0.63009186,0.840355058,0.482219927,0
800,0.288618696,0.978965644,0.469009536,0.913922252,0.893686947,0.42394761,0.954043492,0.337594424,0.749715295,0.376620849,3
801,0.547082693,0.55377729,0.775302032,0.54696083,0.942702477,0.570308901,0.538521745,0.38793161,0.791587418,0.654055506,3
802,0.028302516,0.772186583,0.305783197,0.210250676,0.268316721,0.15411267,0.506960605,0.965013894,0.354041437,0.85766752,0
803,0.139576219,0.759358094,0.150522364,0.71617838,0.594085066,0.859405705,0.335232723,0.786074075,0.719637845,0.55377463,3
804,0.74999203,0,0.529227103,0.791442905,0.159480874,0.255580061,0.48549886,0.389922363,0.174318012,0.533263237,2
805,0.887395936,0.723904084,0,0.049741461,0.672482328,0,0.710943806,0.417153823,0.512828898,0.755218161,3
806,0.814046197,0.655613173,0.254576412,0.233885265,0.421625663,0.72792602,0.723178724,0.51539734,0.86610297,0.055614988,0
807,0.8579575,0.719483316,0.265289294,0.419246461,0.324086892,0.562469049,0.65165652,0.107972177,0.538696841,0.61246469,0
808,0.490869631,0.459181065,0.404348875,0.207092305,0.921738493,0.338365548,0.350911471,0.430453055,0.967537555,0.274917295,3
809,0.577234429,0.769144828,0.807739129,0.826548522,0.790100253,0.029283799,0.395739363,0.229817551,0.320907894,0.342564054,2
810,0.203228032,0.835071405,0.786154388,0.598960951,0.842939711,0,0,0.074495442,0.184191869,0.653373991,2
811,0.314000701,0.002995589,0.203308759,0.933467973,0.369478029,0.062662583,0.16911491,0.045199724,0.481343681,0.356692387,1
812,0.534316806,0.80252996,0.792446511,0.284950767,0.312276765,0.918030877,0.24970747,0.44691908,0.132593722,0.185198765,2
813,0.20146297,0.075869502,0.832791228,0.435423185,0.754932913,0.148754488,0,0.194982784,0.27013004,0.68516174,1
814,0.351288154,0.482507265,0.176070905,0,0.839819211,0.693530349,0.164033552,0.835915016,0.696808874,0.253194443,3
815,0.59603954,0,0.08862883,0.703131541,0.40103874,0.075677942,0.728983336,0,0.012738955,0.501063463,1
816,0,0.753401498,0,0.598295744,0,0.347469224,0.460101592,0.098632904,0.448286727,0,1
817,0.060323795,0.72432198,0.191481476,0.110798261,0.686442202,0,0.520957018,0.347270157,0.613544174,0.669982963,3
818,0,0.348478482,0.623380875,0.364233255,0.286302719,0.489556625,0.665225297,0.620097746,0.504974358,0.565578902,0
819,0.48579311,0,0.088724154,0.503632581,0.095122266,0.426277466,0.369007573,0.229720653,0.499206278,0.067165456,1
820,0.326690319,0.578164506,0.06057525,0.204770831,0.694993485,0.597939205,0,0,0,0.087149225,1
821,0.241216443,0.403314696,0.253726018,0.823539426,0.799125785,0.402914157,0.719669613,0.370646515,0,0.682704393,2
822,0.522120997,0,0.406987763,0.599913939,0.25373692,0.045390493,0,0.591954469,0.254020858,0.316372737,1
823,0.210613772,0.306223833,0,0.528466532,0.252451009,0.062606078,0.395957056,0.441783392,0.618239651,0.51887064,1
824,0,0.41944762,0.103425152,0.328836302,0,0.465575366,0.08299178,0,0,0.140656143,1
825,0.873953254,0.919616394,0.159700637,0.825988051,0.279655779,0.454559541,0.840862908,0.826055881,0.22868422,0.554778775,2
826,0.041000477,0.348069496,0.656585675,0.603689263,0.718457703,0.275189901,0.71603537,0.920959683,0.34320397,0.780418815,3
827,0.471044217,0,0.65127347,0.508343923,0,0.281885974,0.41276295,0.046957189,0,0.595300657,1
828,0,0,0,0.536816111,0.145693639,0,0,0.429348064,0.293154195,0,1
829,0,0.218691395,0.35506284,0.38706447,0.374878287,0,0.537467445,0.339101288,0.643711406,0.505682979,1
830,0.370951841,0,0.654486486,0.261250109,0.585234483,0,0.330025985,0.599784957,0.560636575,0.124745197,1
831,0,0.243021036,0.589841531,0.312614178,0.569448949,0,0.034461044,0.10741311,0.137601939,0.200345651,1
832,0,0.124070101,0.263716761,0,0.539164483,0,0.503381196,0.424018245,0.499055324,0.405213774,1
833,0.572768071,0,0.607948779,0.010467356,0.171541128,0.472691808,0.1182321,0,0,0.334992336,1
834,0.721645234,0.447043984,0.844996098,0,0.69770339,0.60067993,0,0.314409389,0.776160915,0.281029481,3
835,0,0.058691481,0,0.350065322,0.255007385,0,0,0,0,0,1
836,0.523661835,0.133433891,0.10548075,0.334443122,0.34512073,0,0.302343995,0,0.385292873,0.558440431,1
837,0,0.228866433,0.741507957,0.012954058,0,0.005756962,0,0.605814064,0.153322403,0.330624268,1
838,0.512356705,0,0.324208526,0,0.411536273,0,0.574494406,0,0,0,1
839,0.092605103,0.212572541,0.888156958,0.445870466,0.578074242,0.119253106,0.683865245,0.07924382,0.869141916,0.060390696,3
840,0.381954879,0,0.395799717,0.588420482,0.12694722,0.734142604,0,0.064866808,0.779438534,0,1
841,0.567400311,0.656456076,0.75673045,0.096627709,0.624711605,0.053202,0.414209311,0.02816933,0.909606785,0,3
842,0,0.255935282,0.829895834,0.670716999,0.585008585,0.526617292,0.347447625,0.340632426,0.073623007,0.606704614,2
843,0.010296456,0.312309608,0.590206436,0.043361316,0.657177922,0.10676884,0.711524525,0.788765492,0.13730473,0.19367977,1
844,0.588008587,0.84282451,0,0.001388363,0.353185366,0.210360573,0.869621567,0.607387307,0.330141173,0.577571709,0
845,0.241360572,0.598363437,0.4280181,0.756844102,0.672683714,0.768379659,0.551926411,0.44849876,0.359045716,0.109726236,2
846,0.40317988,0.304084704,0.434027466,0,0.30599417,0.205966545,0,0.184202886,0.201555218,0,1
847,0.763155517,0,0.228427075,0,0.57182503,0.303742688,0.588022353,0.580416158,0.860954995,0.212743782,3
848,0.631008369,0.073102251,0.558227777,0.477436816,0.591443048,0,0.79758738,0.007576822,0.319426741,0.812403192,2
849,0.207974754,0.63247621,0.551520436,0.584960593,0.031912938,0.299208143,0.732379289,0.415310106,0.869522031,0.696280318,0
850,0.115565013,0.820961415,0.119792664,0.394343217,0.642004683,0.64892716,0.010563336,0.088698977,0.840076264,0.579505267,3
851,0.955913667,0.653922222,0.170446873,0.078769557,0.7623041,0.051785348,0.564588962,0.819832141,0.753217453,0.148573187,3
852,0.132832561,0.553220669,0.656287767,0.80259098,0.173239672,0.404355964,0.119692084,0.824723088,0.622427496,0.161922506,0
853,0.490828218,0.22183603,0.71361248,0.842266901,0.871009077,0.720143972,0.874635388,0.44127574,0.77337434,0.606220285,3
854,0.641917682,0.467780122,0.095229824,0.335627528,0.545462217,0.463737682,0.819046319,0.59952737,0.748904844,0.001444263,3
855,0,0.01368385,0.871606889,0.872620308,0.714948314,0,0.154139019,0.612340658,0.746142203,0.420873122,3
856,0.348625778,0.546109281,0.560112643,0.554317423,0.75257197,0.888485944,0.270356022,0.591353638,0,0.960064867,2
857,0.97879885,0.850653466,0.472047414,0.969191844,0.01359955,0.940330341,0.582122841,0.087727026,0.575583073,0.499374733,0
858,0.81537261,0.926786533,0.640913754,0.487195728,0.023615748,0.817337753,0,0.289047881,0.675004295,0.595133212,0
859,0.634576841,0.003618911,0.845715855,0.169592424,0.057645848,0.655784415,0.386252845,0.236330386,0,0.438713569,1
860,0.435378366,0.355667691,0.437789828,0.213440019,0.062017615,0.592363693,0.786379401,0.549632231,0.428871796,0.872140153,0
861,0.656670911,0.696542505,0.157108168,0.084196144,0.122971616,0.367226124,0.217456889,0.188163921,0.292921696,0.180767304,1
862,0.217167974,0.601255624,0.380063013,0.070770042,0.302150972,0.252268195,0.388378692,0.319588775,0.109456856,0.916117323,1
863,0.803376404,0.374433632,0.295464121,0.462799125,0.653262777,0.395203439,0.321490834,0.604750342,0.492206984,0.328271663,3
864,0.787506167,0.062634383,0.551846317,0.166706563,0,0,0.646403991,0,0.616603388,0.37766989,1
865,0.578074423,0.764825221,0.46664805,0.220138643,0,0.67258603,0.584879234,0,0.481116923,0.125319461,0
866,0.194619438,0.237864759,0,0.584692462,0.136893436,0.511013871,0.74912483,0.222384614,0.531445937,0.028387417,1
867,0.064718976,0.771493018,0.552326255,0.362023127,0.244050737,0.514556712,0.890252205,0.781965819,0.169942182,0.595393247,0
868,0.483123923,0.172845496,0.12725108,0.528755178,0.783363248,0.632704853,0.946449845,0.178250411,0.796382222,0.962248272,3
869,0.047591551,0.608335025,0.691252451,0.5233529,0.07439515,0.617478379,0.324992863,0.225081252,0.438917025,0.920235738,0
870,0.490734918,0.234583353,0.109540028,0.14834139,0.614509942,0,0.112591118,0.064140739,0.62508614,0.429612855,1
871,0.849282351,0.164527703,0.621263895,0.132653422,0.017908876,0.553136211,0,0.520310155,0.213147695,0.074208728,1
872,0.512185709,0,0,0.538753656,0.289147714,0,0.081403461,0.700723674,0.632888319,0.712599154,1
873,0.403579386,0.358660168,0,0.204474001,0.089283854,0.847415657,0.658229218,0,0.396365679,0.362461794,0
874,0.499857778,0.733372588,0.424147561,0.597560807,0.257030251,0.63958819,0.849252651,0.513263111,0.129420285,0.339769188,2
875,0.470042754,0.976801563,0.246811816,0.365650966,0.155062446,0.285787918,0.574448951,0.459871884,0.23663991,0.821955565,0
876,0.102856597,0.421730302,0.416557973,0.063819846,0.419662931,0.202887129,0.936672714,0,0.521459548,0.596433009,0
877,0.020603793,0.730604777,0.027103959,0.287729868,0.888430285,0.077937613,0.408416057,0.251622216,0,0.392896056,1
878,0.56432542,0.659023984,0,0.559639312,0.497887354,0.129379108,0.054537099,0.70501859,0.437561124,0.40076574,3
879,0.170442194,0.24645093,0.395449941,0.421178116,0.160184161,0.552715178,0.267239432,0.674802759,0.002602951,0.640305635,2
880,0.428063022,0.393255376,0,0.71203507,0.445808916,0.234060836,0,0.147806348,0.035124802,0.523171833,1
881,0.160917285,0,0.554348822,0.668251402,0.777599147,0,0.161047154,0,0.56238722,0.513392553,1
882,0.682015415,0.166176161,0.031488515,0.449061171,0.051322022,0.290449412,0.584024723,0.269349025,0,0.618152937,1
883,0,0.15424984,0.446876669,0,0.524175144,0.489123005,0.002078538,0.277739126,0,0,1
884,0.444982113,0,0,0.016348846,0.17101459,0.695357527,0.418411099,0,0,0,1
885,0.515678796,0,0,0.197069801,0.045791501,0.530648436,0,0.275714463,0.533779653,0.735393045,1
886,0.594616106,0.561333242,0.696836421,0.147914477,0.680964434,0.136290962,0.618825168,0.093161194,0.662612976,0.549458824,3
887,0.257876495,0.368379836,0.196547418,0.447268584,0.018248603,0.500732895,0.627118463,0.34100079,0.672634758,0.013244031,0
888,0.838618217,0.355604359,0.804489867,0.430668589,0.856831727,0.347569189,0.779068584,0.022908759,0.204506249,0.516045183,2
889,0.24889676,0.070725669,0.495278168,0.092967063,0.791064491,0,0.043946286,0.403263928,0.16757701,0.748470655,1
890,0.77631724,0,0,0.614094502,0.428808247,0.481075121,0.094461827,0.372107967,0.074687184,0.053191501,1
891,0.081988545,0,0.589516111,0.21904124,0.57955639,0,0,0.085995114,0.546600747,0,1
892,0.465168827,0.472638084,0.758129352,0.801083534,0.339168148,0.509523261,0.296769759,0.800691121,0.771509752,0.286079952,0
893,0.306777095,0.517077054,0.584462978,0.453447524,0.534922246,0.211098422,0.744577698,0.285078383,0.684348717,0.47709579,3
894,0.716794922,0.218394011,0.406857118,0.68400337,0.851180763,0.865100726,0.878877624,0.24361817,0.394133348,0.577601351,2
895,0.620625691,0.010480886,0.519950001,0.623371126,0.423491679,0.520038151,0.49105873,0.844660586,0.815891104,0.166249918,3
896,0.369474411,0,0,0.597460803,0.186081166,0.110462568,0.232136883,0.808696986,0.925714319,0.070420305,1
897,0.727913547,0.205695624,0.75057609,0.857136544,0.56169232,0.254384755,0.829053157,0.65276257,0.241387594,0.727495491,2
898,0.569399654,0.125685564,0,0.653245545,0.160585098,0.257699968,0.020036062,0.167496473,0,0.839716788,1
899,0.734058423,0.97252044,0.128467016,0.054334429,0.128253616,0.32130642,0.916708878,0.190459912,0.084863993,0.902269598,0
900,0.857251785,0,0.252705056,0.454840807,0.370457503,0,0.845365522,0.779969039,0.224035714,0.369705619,2
901,0,0.490539224,0.602383286,0.062619329,0.238299628,0.772976964,0.719902066,0,0.085122187,0.438046713,0
902,0.656093295,0.398565614,0.569531576,0.290192424,0,0.365010768,0.45147628,0.265897805,0.16463043,0.187363157,1
903,0.519161585,0.127723053,0.166022509,0.72053514,0.533250161,0.746414957,0.807226403,0.293576797,0,0.845134769,2
904,0.722397562,0,0.04008148,0,0.699912405,0,0.820761052,0.872993538,0.851302358,0.13754913,3
905,0.418979877,0.46818294,0.72713994,0.122154608,0.615039904,0.353577312,0.411486813,0.649723747,0.481951531,0.310183098,3
906,0.306004918,0.777839421,0.132472361,0.282386196,0.457808048,0.74042917,0.199856957,0.018841213,0.071781882,0.554700682,2
907,0.14993477,0.716057091,0.349352907,0.743319536,0.619242408,0.006255996,0.507951988,0.830535308,0.740613345,0.085169961,3
908,0.072301612,0.47921558,0.737465546,0.575657162,0.473239644,0.903086148,0.163500633,0.94441895,0.008023353,0.122334548,2
909,0.91369933,0.805664642,0.420075457,0.837707612,0.536057791,0.879407055,0.247245167,0.691200648,0.637692432,0.538172904,2
910,0.154513091,0.703943414,0.523458772,0.841125176,0.575414993,0.557161257,0.823287422,0.424499848,0.555469988,0.180822474,3
911,0.575553597,0.459874243,0.590320525,0.340827653,0.763832334,0.719490432,0.13951402,0.822833819,0.248704811,0.521940716,2
912,0.131806441,0.199648166,0.089545029,0.227759563,0.346403751,0.44253845,0.684286736,0.211219241,0.869864874,0.019918981,1
913,0.613224831,0.164851316,0.379664908,0.127067666,0.504002964,0.896964186,0,0.527068232,0.132089758,0.736716099,2
914,0.211349204,0.610264185,0.055766243,0,0.284780755,0.405609977,0.393340072,0.388414669,0,0.679574165,1
915,0.324240221,0.026543975,0.791199537,0.255277459,0,0.73799315,0.005815539,0.247397231,0.487813238,0.007456324,1
916,0.331024592,0.50325482,0.741399961,0.416681969,0.101913255,0,0.593567866,0.766551252,0.369963942,0.178645264,0
917,0.45612218,0.520036861,0.776247685,0.458018211,0.399867695,0.583870709,0.391539221,0.887185093,0.453002212,0.536450731,0
918,0.319137359,0.55852017,0.021836297,0.202880017,0.489466291,0.869037278,0.140080527,0.56172794,0.205677561,0.450143042,2
919,0,0.019473064,0.419244424,0.596993755,0.634537599,0,0,0.500960847,0.181829051,0,1
920,0.318806116,0.611440283,0.224665703,0.05708263,0.492108172,0.085298546,0,0,0.228081934,0.335561973,1
921,0.429839413,0,0.515539962,0,0,0.622874299,0,0.494702505,0.213388757,0.158379006,1
922,0.186005257,0.395190921,0.41651288,0.561558569,0.68559306,0.690020946,0.301898742,0,0,0.757586936,2
923,0,0,0.540831558,0.496295835,0.41186633,0.362004444,0.382667773,0.643152214,0.005264049,0.838092792,2
924,0.699718267,0.427259398,0,0.180760786,0.731098171,0.555248134,0.553925518,0.145491204,0.303459792,0.430589513,2
925,0.453841595,0.656828982,0.076877991,0.091326238,0.741765863,0.312050597,0.402555335,0.142911983,0.160341921,0.214142412,1
